"May 1, 2024","May 2, 2024","May 3, 2024","May 4, 2024","May 5, 2024","May 6, 2024","May 7, 2024","May 8, 2024","May 9, 2024","May 10, 2024","May 11, 2024","May 12, 2024","May 13, 2024","May 14, 2024","May 15, 2024","May 16, 2024","May 17, 2024","May 18, 2024","May 19, 2024","May 20, 2024","May 21, 2024","May 22, 2024","May 23, 2024","May 24, 2024","May 25, 2024","May 26, 2024","May 27, 2024","May 28, 2024","May 29, 2024","May 30, 2024","May 31, 2024"
26.24051725485536,27.281644927298558,25.936107927604507,24.46833038979242,24.42616535160278,25.57324076760184,21.395506518123963,28.82266679176289,25.55288560351264,24.77990781545676,23.03863717888647,25.049323388095267,21.578576880296907,27.704075203967314,29.95187663287017,29.33424495797402,24.577669206515573,28.681467365596735,25.590494458561313,28.315759068420167,28.442301502190972,26.72762544398246,26.5642510573386,20.595686768073865,24.68814890128714,23.268333871130512,21.48455974133967,21.74853095071555,24.96770058863578,27.356485743668713,23.748609480659184
27.0763048244565,23.87049330132158,27.11052898566578,26.268654926007578,21.44845094559936,29.44943102997909,28.945281222318272,22.630792456963906,20.35855677476307,23.174311170671864,28.76418220524598,28.125485144715434,28.831779741107482,20.979517758781594,24.468071420990036,27.262531544135843,23.16041241981176,27.944957971630917,25.5013731514335,22.264740428538932,27.070425126659536,25.321798959711654,22.97663340680009,27.20570247273767,20.002284982120578,29.194878118710328,22.894904431359723,25.270326228018575,25.62026722378808,26.89603363199225,22.598987793367023
25.69531359812436,24.605813480867376,22.899535149742686,28.29100941160698,29.89733869379601,27.920288358126925,29.219738749213725,25.60113672198485,23.198249619969122,26.45826834127173,27.440723975874,29.74810155081761,23.67189042307817,20.19655317523801,27.083992459592643,20.60192073208971,21.95640120415156,20.001626440212462,23.21775476872346,27.437822253196735,28.32641145022354,22.73175231357858,22.879445539836027,27.705594365176065,23.086840919713254,24.472084827886196,28.265414719917615,26.59583298093045,28.815564115678036,24.091234159496253,25.019033140164474
26.45878795064892,29.42706464105558,28.337549644736495,23.84001355385168,25.09541703751631,28.062005611083013,24.334098973495585,26.79319245097021,23.35003718666213,24.81125279011502,22.78615911265174,29.21412044621659,25.317582730960623,29.468991474215564,26.04521678282459,24.381420388118638,29.033184258460267,29.573824348069415,25.613866267277928,28.71850106462458,20.78327098875475,21.817226054633103,21.682142591501428,24.08698293642025,27.391286678155268,25.476880690923053,28.60837866524556,27.897251463556934,28.343615032490973,26.51328908030345,21.080500616770472
26.49127819478898,21.65552045090798,25.25903976051116,27.548852159410835,21.514568535982118,21.963482940506506,25.760569697028433,24.960490273487423,22.221309311257755,27.69404711419553,22.852792443957423,26.22582169776914,24.019615740625007,20.971891223538908,24.39636435232137,21.91503681353409,26.21946531677267,24.1390275256122,20.047711224041848,24.80244428785924,22.474630368288942,21.780904189309155,28.235047743759647,22.502402837112918,21.194490141096477,21.089489905296784,23.726103983344935,27.759632159849083,22.10132438114554,26.30754716113834,27.095631778251573
20.947641042709915,22.744816304454964,26.358845899986353,21.737294493330985,21.72342916485645,21.371848042971344,25.390100470551157,20.55245867181904,29.404572118406893,29.60056648090213,24.79518316019315,24.27806679410198,27.62051380983776,28.149148939016985,26.165556512973986,21.508967889834235,29.241658081674565,25.032987719347496,22.758063771207162,24.64898954920165,21.593772527212405,24.758451814697928,24.786452288933933,24.806117702256373,22.694539127156066,20.973680565448987,26.32203717560028,29.656885681824285,20.187759007183317,21.714907373397388,23.392345262079818
23.723270133839005,22.070703290608918,29.241291072395505,25.468221975935876,20.286923598605807,22.461692363918186,27.341294059053475,29.785964662517472,26.79229520927064,26.67313410725887,22.427737897895554,22.19949487088804,21.79485537904175,20.783398829065124,28.403180708319944,25.535341059501015,25.281365704447172,23.263895684337474,24.078826281063947,21.904746875587904,23.149363765943384,21.68997818726434,26.875763624626156,23.229514014259205,27.89189953247101,24.240750986083086,23.995049235789885,22.746298925530937,22.046302603320132,27.136308510807254,29.0705510305213
21.183237432014515,23.417154356257505,28.61847123884701,22.559187737856277,24.781071128544774,27.533652477452268,25.548917853813986,27.718949693909643,29.97194106001821,26.439974462970973,23.825630981219835,20.621176781614235,29.396924008944794,23.84548098521611,21.35901942706588,21.780621268180397,25.403624170655007,22.116952300819356,29.231069307915046,21.612758859342286,28.00667089785302,25.82040345815497,29.859154740963966,23.996309765260765,24.68608144837529,22.288409590598242,23.664242586850467,26.994335411745325,21.977732343324394,20.467291293372483,26.17800816681511
27.4390881241587,23.736116338662068,29.076736397602794,28.9973332199007,27.90183262759438,23.258116565368596,28.624615942252834,26.885550558194957,25.78248900358755,24.65284628565586,29.144024544157844,27.95740682410436,27.457520595643448,25.288055616766407,21.656292745663503,28.968248614019846,24.4398820204869,22.158532410082866,23.02386083964402,20.937973190636086,22.27643776255897,25.713254186213415,28.425240219655784,27.564867218801375,24.13841399227956,27.85057206849487,28.911840646393596,26.310122306397258,21.514462045916982,21.888978851762943,21.22661413155186
26.400107620622265,26.77916562861207,28.254711341988234,24.662390132547905,28.46523530707993,21.816849647616074,21.320956289056262,28.03956722692965,21.511019108552908,27.51586539044167,23.664961118337132,20.364464192350983,26.98628456182113,24.132931850140938,25.838715248660602,21.873351968057577,24.378594299476752,26.25694537580268,21.660260896777498,23.466375333714346,24.02558159227528,26.019104978427638,25.206009016624094,24.605462572103736,20.976687229756912,26.490416773493845,24.521600882414056,25.761112245397626,29.847131525102885,20.80669045934221,23.975511110237335
28.93818979118833,25.44530510364429,20.521264673647014,26.813039549492853,22.844676583120723,20.51289918346938,24.01174446597879,28.936042949289906,20.451750406324027,20.17171851570545,24.696768963087923,22.560954596719384,21.558919142784088,21.328733172373788,23.58810658713898,26.109547266965055,26.075975697978432,29.225895696421244,27.906143548999257,29.272234514098557,20.21708423387504,26.67063022229813,23.41785232839136,20.84367124969089,29.53285868972462,29.573054717487544,20.111156010201043,22.806952571957204,20.872964030773726,25.958474890788246,23.315613131788083
24.169109417277,24.71617386494609,22.233940904029044,21.339525453616172,22.77908677334414,21.474220755975704,20.710355705105115,20.239961700738565,23.228193249871907,25.154354466913336,27.65242484661588,28.231661765751717,25.570311903197663,29.909138997212317,28.397741961017026,22.5893791211551,24.05114509682073,27.422572348350748,25.99808781482091,29.625067903599252,23.61051563247091,22.528926234518455,26.278889891552645,20.868392958273944,27.749830173930672,23.45177263480363,22.826561598597035,20.21482431297645,21.159550116557114,24.168747392902464,26.38857291706858
23.538296021931735,29.64489815774286,25.11577873050448,20.155933208303537,23.73933677138264,21.04562121558381,22.46948338617086,24.393801864346642,29.505837010290527,23.568444326425627,28.089758798200634,21.447957878545708,21.611618375880354,25.154200571259636,25.12109097123206,22.587208760384215,24.244630057441565,22.149729293814918,23.060020012763175,20.502661385816182,21.991200688904954,29.67631148151822,25.516511644275553,20.496134907157234,28.53392038533699,27.203545944905976,25.896229189011468,23.142642871052914,26.40022984761095,22.427811229099504,24.815521898995144
26.005080902062907,22.86457803733452,23.81181646279164,21.62603423265628,24.146199440678668,29.129453865858125,22.104236499188467,26.54958029811688,24.721040570552336,20.308481642615877,22.62259822566819,29.37136737299248,27.972114811563106,23.831094210370228,24.96545547138558,24.459020309047336,24.813217104757584,29.22464485435561,24.77957417646659,26.90677970468426,27.879150066229563,24.87767985607966,25.91313703849896,29.307188100148444,23.9691695357616,20.21874498239236,20.83781186778921,26.231741060118516,23.957357318856324,24.171187978124742,20.24320862542842
26.581330676230753,22.69804431447672,20.267359534201912,26.599604823231353,20.553573482475002,22.439363950982212,27.51071282364103,24.519207213654063,28.91708277382452,23.18242369529985,26.153575586928703,29.350826925636074,27.00309582976479,26.491130372503974,28.005830821943768,26.29815805763693,24.23718533257314,23.588834082525874,27.065963327784193,20.557630396842434,22.452499248891684,20.111078157993198,29.516235317934743,24.247758302236434,22.156519189285515,21.454078338219055,26.16697039298869,21.545060683316063,28.78953668069899,20.012014438405547,23.50672925723062
20.83390802048369,26.6746368767507,28.600498793074397,29.05048966624407,22.01718139028887,26.994618476017955,24.665594290910054,22.933133034278043,20.01084235104904,23.41251602718746,28.829965431020817,26.345538488028208,22.088177719987893,21.63373447177518,26.556420458226814,24.698684878676453,20.209856391141546,24.78798009113761,22.186288297653157,25.138355506827835,26.58618495877465,25.161301488984396,27.925881715629508,22.869934372332,20.296388053068508,23.939426171724172,29.12227446998016,27.445811788658045,24.169810298535246,21.987849924493208,25.09611924002575
28.680265487407645,28.54238114346856,23.19592253369572,21.590153657746274,24.543389919596898,29.910609510402804,23.328495431326346,29.906518892723486,25.23312284206329,22.34481790007567,21.980228853632223,27.097923054052153,25.078937314256727,28.63417176852521,20.471954205421167,24.592055999540854,23.020658080997798,27.428367555111613,20.845328393062026,29.719196947301697,22.33534503876513,23.199271883090447,24.848338150128324,27.948380226173413,28.525320089154015,24.21482552612273,25.730863464936967,25.395773804514764,20.9841633508663,28.044744316050558,25.58057609764134
20.971868062535936,28.141197225124415,22.686976962042866,23.699768786928576,24.681333955756983,22.94198404880035,26.024904885077465,21.898385520302988,22.262240178228105,24.185281087001798,22.663052326597256,24.28192316074222,22.123567542987665,20.696522570351956,27.75116234180292,22.683969378762747,29.16627295615632,28.71521992225177,20.51129776184281,28.396118278884696,28.0043096914022,22.266280948119604,28.817030277949364,26.897135713216244,27.071235271773666,28.06454318880161,28.73594051024036,23.338719969565837,28.255472926566394,23.06326961451757,26.108932351051166
29.41625839375886,23.653605657060165,29.502969727760174,21.731547798965185,26.13916587537177,24.250160804156152,28.69487646836202,29.531049513446344,29.693428113606863,27.825512271236725,26.471841051480528,27.647717206205517,25.681285736821643,26.443430679937904,22.247390914374275,29.85611336947276,28.644346405771124,24.234671530181455,21.854072616475307,29.928294313303766,23.732407897816586,22.689560246680248,28.850660103399782,29.416313202111937,21.0870285231704,22.205240059521262,22.016336489246292,20.47659598156448,28.27432134209869,28.500967281684197,24.954978782071553
23.63718796413369,20.96091386326626,28.479448169457516,23.826820704179926,23.22270493740412,22.579130201279586,22.521006234510146,29.254002896582953,28.713350616652953,21.20707793235786,24.76360609368678,27.748980917520015,20.302362331495573,29.275960772640268,27.17256150918712,25.541006424855418,20.257694279526273,26.039257273767326,25.855413138208423,24.930286798895636,20.116334773688173,25.42619236544878,21.339718149319765,22.91488420434081,22.605995766667437,26.05954091365655,28.89436956921871,26.87636888856447,24.898783773141968,20.488207258806924,21.63827436494569
26.73392547610291,21.48357743223022,24.34734718752747,22.787673057294104,29.70571214625585,28.921672426161535,24.336578883818035,25.24042727907014,26.570373707905148,25.199830900536412,23.528648837741933,20.985061575866116,25.86214338681593,21.53990771873851,22.387379301174995,28.105355369681902,27.108951722573416,23.461764496172112,23.98656670235002,23.519232096930782,29.326549197509703,20.4306789784706,27.98474334064872,24.92389360335901,20.320705525559994,25.30587272099986,23.01026682629273,25.101203242771156,20.869573349693635,26.116225313010347,28.283705942999376
24.494242797682837,28.46067285699639,27.655536988460867,28.16960431158431,25.348227518271123,27.742819249730086,21.45839255434497,26.744473431828517,20.301498864418253,28.80457125859088,20.532526783211143,22.611535223335817,21.680264369445446,26.89812215197396,27.83246110166449,23.07104881262662,27.522380228400436,20.37271916609643,28.25437791945174,22.290864207666942,24.858441705771178,23.91491215180471,26.73437905901131,23.177145815460445,23.972561698916422,20.146787912540503,23.834974908120422,20.500000762394407,21.10025663758326,29.033314349508363,22.86592679159032
29.138782520346012,23.676268641921308,24.614207683188667,23.022941049949097,25.228356588052353,27.78560256639804,20.304032138583626,20.04406258393674,26.764820756114833,26.673234173829755,26.930026046830164,27.151263099129707,27.008517091175484,26.84835157380605,25.32805377954593,26.52769165041335,22.92275431834726,29.10403085850436,26.785701754964208,27.288229502211223,26.473241675156984,27.824745927794012,24.949153448275535,22.47312080731226,23.949298368629115,25.410547895055608,26.262842165726052,25.403676651836392,22.836045360947626,24.071978348889033,28.052725471149117
24.916958171585335,22.373428697376998,25.353993881550018,26.435671745564548,25.709902809603093,23.911616271043513,27.756192165547887,22.551077482907495,27.229995735896672,29.139931195380925,24.3355083101592,29.213263170368744,20.38058608650108,20.784793934766732,20.432191536818817,23.415146723481858,24.853419656906095,25.394912214068338,24.713621530619662,28.042087964190912,29.44967920344166,24.11146532041076,22.70306538942213,22.084391956591105,22.393691181166137,23.0056175494759,29.636605922200147,24.70919865681109,20.01516461935154,20.920115901200553,24.22724546759894
26.189091685691945,25.397695421228875,20.541972684322122,26.9624184770993,21.04310190147461,21.948029760314345,23.58944744750984,26.79997671688117,25.289443923347253,28.425545028327424,20.40311235998555,25.616880524830226,20.643496007952283,25.366470098599393,25.30393054173353,28.934183874230023,26.921332267138467,28.79233100258418,22.531681765030353,27.7986992248765,25.73278392791722,25.620805411240912,20.587338729008692,23.589579160602515,27.540742130445974,23.00113193334695,22.559384497186063,22.574349387299918,22.033999593824028,28.259830439212404,25.190337377283353
21.711255100280862,24.14825601065384,22.03606367580256,28.700109892902958,28.345200902415957,24.079523660608146,28.095083675096564,25.181514783819445,26.150185024081175,20.882370966283272,29.750457358057673,20.569066212334775,23.27940980415995,28.405308509995486,26.696769002697494,26.81645986622994,25.30803122974256,27.145143826424494,25.07689802193864,28.09606485131257,27.865493261731423,22.18666047178628,27.383538175527704,26.58128144377191,29.474645814821887,28.63583400195337,20.209933956365298,28.426925772336563,29.445241992198213,20.237350605693,24.979881978945876
22.242521164211357,26.04841462790741,28.336100218590396,20.957289805864267,29.460983231265903,27.480821133403744,25.603285611852186,21.95691014908087,22.593288488908154,28.029434494239688,24.84454112815845,29.186943562699426,28.015237457107055,26.109247120711043,26.36796834068507,20.905257543173498,21.289420898731887,22.93753312283115,26.756980728856142,23.172638942682184,27.56934447649606,26.905874238748577,28.181626772736486,23.79901928324026,24.65436052309277,24.977021542128043,28.063439926474693,25.9183132322108,24.47397865018295,29.704226896261517,23.804523501368934
24.3899377657528,23.176951334174074,21.847062762861583,28.00278192047129,27.40425056732338,26.172713200752252,28.253268427120602,25.142453841812017,24.259340645998808,21.34842924237932,24.46899945791632,26.524695679873204,28.579717001681146,26.0013646859757,27.482780180170877,21.555978707913727,20.590469520100985,23.10828963117234,21.574033761539678,26.524569270509055,24.012532173512515,29.526880386270378,20.284563224705554,26.217350014025698,29.961508505407693,24.318250060420624,20.349761352146114,25.481997038723737,25.48653594729999,20.156447365456657,21.782027626236395
27.48562142887605,27.885411627925286,26.950807376725624,29.426889297290636,21.20840713598407,22.628662974430217,24.86238374337783,20.164548249223227,29.06563191529043,26.05313211736795,28.149101765413562,26.108212644235387,21.798085998690308,20.278788519809247,21.794941312952226,22.618837369875322,27.259194040928808,23.852055924973023,29.81296601491095,28.761256089346148,26.696960412123524,29.89025736380937,27.48766847557166,22.929571948577042,23.31286916418748,25.767377113645203,25.591937398295446,25.777616005576043,23.650829180016345,29.22195875650968,25.847807149078637
21.684564817843494,28.62242792756006,20.849533296056354,20.508687257418572,28.811558478680144,22.25444670596341,28.999809673467475,22.236113459769886,25.071382283242322,21.334402835565015,26.822697118330655,29.12692390407502,23.91413064468037,27.59761451492734,29.80685304477778,26.71818304417517,25.26423636573131,29.779151604093506,20.77111888166076,26.588954532407502,27.603912886680433,20.20244507995161,27.65264717381619,27.42780780405361,26.287653288701996,28.15119907416159,22.83499349381269,25.561984660075566,22.472904408118747,26.600249863070466,22.504776992900315
28.679629129893257,23.33474129721094,29.4695209545839,22.47222045202257,27.385671900235486,24.935568307901157,28.06331991323612,26.43611082496909,28.519049117078097,28.37438411215004,20.541443395853708,27.978784063654526,22.17892950405101,22.2247638023632,29.330360173273526,25.519545117860794,23.851974449671207,25.17503425534346,22.124347486584167,23.81003152280637,21.633936669368936,28.93242974087719,23.702091844787198,25.5199803170972,26.545285465771464,24.5605527002407,20.307917241072303,23.6556999092463,25.392684574613504,24.32210882502087,23.916984326506665
26.762731417498955,28.707314622925004,27.307530072001146,20.83204260801838,24.920189148661038,29.527836595301547,26.453940975683913,28.573757310535388,27.72327560451732,21.584371446927307,23.486738097676913,20.31653913804443,27.682802629896752,22.794711784971447,20.948479780781163,21.100083751398024,26.163919736492744,28.907311121219685,22.017985923609864,22.21073081207829,27.389831342142912,22.70254969585544,26.231427512319094,21.548846551344806,20.565101515599704,21.5552681200264,23.7915974615756,25.586565898327535,28.867106270198434,28.867863293968362,29.661932460534985
21.02913510481052,22.169554098205822,22.01678465021359,21.486486022157052,20.519019487419765,26.612501491972132,22.48038045676061,23.640919590547153,22.358462366975807,21.622340519568137,22.09528665403119,22.819060567763017,24.15996622466676,29.809814087307323,23.535685909289697,21.621148237575643,20.17436885816294,24.515110783540173,21.65290370626775,22.611771293763315,21.598622241675397,25.826504876028967,24.41356076998528,25.87142423848731,25.20107849726233,20.391834503570156,20.042571833213067,21.040545532036127,21.666272342908258,21.47895067000659,28.373181568897277
20.15232074062583,26.773254881652225,22.248947319448433,22.03952948979014,21.05680657067386,23.010534339435054,20.58062169004894,26.811378080752128,28.797928905031775,28.755530252532953,26.042589108774266,25.024566740778383,22.512629462923048,26.95805247587475,23.866509029782456,23.492572074926972,21.1130519268616,24.844219625808712,29.27467131301259,27.63429710681063,22.87230566669931,21.737408917211898,20.483676463145674,24.664560095913686,20.105089438414186,20.748997130805805,29.196054039130832,22.931508835440606,25.117610637805342,22.219265823950455,29.262924197185697
25.112394876864464,23.348228780349846,20.497924283711182,23.0855790655599,27.956806925895748,26.03627511280123,29.886213668829512,23.731043574780937,28.010294955367613,27.328358919557438,27.40545605613606,23.27694083783884,27.666865400664168,23.854065817860796,25.446813865331023,21.310317495078188,29.162988230817056,21.067044862461916,20.230003135471488,26.701867011678313,21.73603944057865,27.763076074248097,29.530020797236368,26.81417470488104,23.713673660859474,28.995494119158234,24.768227207120717,25.62778278064473,21.030801623695076,22.975457015681084,23.300909967364593
24.047849416195902,23.03611589224317,29.489786250522794,22.10157773589016,20.16378173525014,21.591075719973844,23.9198685923654,20.676469074950163,26.11319096788993,27.530022960465445,29.520459997935028,23.3642650812926,27.968673289731672,23.763597216818624,25.977137436823025,29.954713241245713,20.379189418253777,26.878844254342553,29.866095028534247,26.617998587150634,20.95111195444852,29.92537979023033,22.365877681390614,21.310846913083857,29.3265280958431,24.089615945425027,22.275018022387513,20.249249234458386,27.232057808822052,23.4117562286797,24.05166302477626
24.77251990155924,28.20218726069092,22.70429358282703,24.761235077036886,27.9244472288207,28.49258802272621,28.654586778284084,20.840200940106275,26.691186926359823,22.95092483780056,25.439715833466554,25.13078087420328,21.638322261446387,21.55210626551328,29.525862962710566,24.96227786432904,24.336715990567725,26.976620693779672,29.294938283142756,25.0553325578156,21.34282298208965,28.442913726054716,27.172557368338097,28.86002544673741,23.090407751084175,25.482173708698948,21.385768696028794,20.889017267150173,23.874688446392682,20.40510564985844,26.99982206805707
24.514018603559393,25.528061066940197,29.783869108108988,24.491198201195665,24.667778953475857,29.07172332981923,21.961062668710525,23.683505459902065,25.50078861800512,21.886175949144285,24.934730025884043,21.987760449683773,20.601678812568736,28.814180712905916,26.656515339436567,21.446433172642116,27.16249711405846,26.642180623766478,27.9900061770647,29.701620046747625,23.775566037375263,20.987107673328982,26.606127530588616,23.54025312040153,21.368656561168624,21.38846993750182,26.367647960006142,22.805845696190985,22.264532809080094,27.6155339638851,20.773554926622104
26.465687583190906,22.75318898646634,27.998398309174668,24.20311705644771,24.96838696062281,25.703296271515473,26.731852320288397,29.36689361854639,21.108932819005357,20.962382546283937,29.965539103885632,23.87139635520393,25.260592882092464,21.202326098430692,23.943056769307155,27.361770069052124,25.493681297563395,28.3873053577474,26.167262237442824,25.03074186216166,23.678414114712556,22.199697907599678,28.036403443132944,29.423539109741128,22.85594032543166,28.453821460087124,24.626921453294695,24.532154510412546,25.72966234993409,28.290527084201774,20.895225489496525
29.635580418317087,20.774563309216727,20.119396774691136,27.689293161862686,22.10926800239681,21.474808779330214,23.53869604831973,25.455639535984815,28.42426307209685,23.48820320788661,24.16642465994193,27.719797246739656,24.769733645959345,25.996667346692227,24.174035343345274,24.018391287335348,20.35000235097092,21.39441122103869,27.142053778707194,21.545939289909253,26.608691653591038,23.8092058102798,26.0495164464798,25.58646831711268,25.011766023389587,24.93494105640202,22.228027543180385,24.51881960488516,25.675374923127706,20.903223912003693,26.976134316190695
24.695304330559154,22.021178395021916,27.17502474040969,26.415869522202794,25.51344847657977,29.00735991031336,23.050660423789076,23.466565107546508,25.368457778063735,21.79982583983675,22.80586641910346,24.665348629405507,28.249993168576594,24.944159906153068,26.186884888505425,23.900978391571837,22.44253454508207,22.482316542691734,28.11557524035418,29.735282657334295,24.62327565963496,22.4531867393754,29.754274985216377,22.519116200055837,24.938082259331033,25.372738228765733,29.95406911153715,29.90071609007815,21.913599254918996,25.562952318359812,24.29980062003345
